Code,Name,Hex,Group,Description,Color Family,Rooms,Recommended Use,Color Temperature,Tonality,Interior/Exterior,Color Collection,Style,Opacity
SA05,Sonchampa,#FFDAB9,Decor Suggested Combinations,Decor accents,Yellows,Bedrooms,Accent Walls,Warm,Light,Interior,Royale,,
SA08,Parchment,#F5F5DC,Decor Suggested Combinations,Decor accents,Neutrals,All Rooms,Primary Walls,Warm,Light,Interior,Royale,,
SA10,Velour Grey,#A9A9A9,Heritage Décor,Shades inspired by the heartland story of India,Greys,Living Room,Accent Walls,Cool,Medium,Interior,Royale,,
SA14,Crumbed Nutmeg,#D2B48C,Heritage Décor,Shades inspired by the heartland story of India,Browns,"Study, Living Room",Accent Walls,Warm,Medium,Interior,Royale,,
SA15,Alabaster Blush,#FFE4E1,Decor Suggested Combinations,Decor accents,Pinks,Bedrooms,Accent Walls,Warm,Light,Interior,Royale,,
SA16,Apricot Cream,#FFDAB9,Heritage Décor,Shades inspired by the heartland story of India,Oranges,"Living Room, Bedroom",Primary Walls,Warm,Light,Interior,Royale,,
SA17,Tea Rose,#FFB6C1,Decor Suggested Combinations,Decor accents,Pinks,Bedrooms,Accent Walls,Warm,Light,Interior,Royale,,
SA26,Sepoy Green,#556B2F,Heritage Décor,Shades inspired by the heartland story of India,Greens,"Living Room, Bedroom",Accent Walls,Cool,Dark,Interior,Royale,,
SA27,River Stone,#708090,Heritage Décor,Shades inspired by the heartland story of India,Greys,"Study, Living Room",Accent Walls,Cool,Medium,Interior,Royale,,
SA28,Wet Turmeric,#DAA520,Heritage Décor,Shades inspired by the heartland story of India,Yellows,"Living Room, Dining",Feature Walls,Warm,Medium,Interior,Royale,,
SA30,Chutney Green,#006400,Heritage Décor,Shades inspired by the heartland story of India,Greens,"Study, Living Room",Accent Walls,Cool,Dark,Interior,Royale,,
SA31,Betal Leaf,#228B22,Heritage Décor,Shades inspired by the heartland story of India,Greens,"Kitchen, Living Room",Feature Walls,Cool,Medium,Interior,Royale,,
SA34,Iranian Turquoise,#40E0D0,Decor Suggested Combinations,Decor accents,Blues,"Bathrooms, Living Room",Accent Walls,Cool,Medium,Interior,Royale,,
SA35,Coromandel Indigo,#4B0082,Heritage Décor,Shades inspired by the heartland story of India,Indigos,"Living Room, Study",Accent Walls,Cool,Dark,Interior,Royale,,
SG 8994,Sage Green,#A8B99D,Greens,"Sage Green – muted botanical green that creates a calming, grounded environment",Greens,"Living Room, Bedroom, Dining Room, Kitchen, Bathroom, Office, Retail, Hospitality, Exterior","Primary Walls, Feature Walls",Neutral,Medium,Both,Essential Colors Collection,Scandinavian,Full Coverage
SV01,Namak,#F5F5DC,Heritage of Indian Whites & Ivories,Shades inspired by Indian heritage,Whites,All Rooms,Primary Walls,Cool,Light,Interior,Royale,,
SV02,Muziris,#FAF9F6,Heritage of Indian Whites & Ivories,Shades inspired by Indian heritage,Whites,All Rooms,Primary Walls,Warm,Light,Interior,Royale,,
SV03,Mogra,#FFFFF0,Heritage of Indian Whites & Ivories,Shades inspired by Indian heritage,Whites,Bedrooms,Primary Walls,Warm,Light,Interior,Royale,,
SV07,Sondesh,#FAF0E6,Heritage of Indian Whites & Ivories,Shades inspired by Indian heritage,Neutrals,Living Room,Primary Walls,Warm,Light,Interior,Royale,,
SV10,Ellora,#DCDCDC,Heritage of Indian Whites & Ivories,Shades inspired by Indian heritage,Greys,"Living Room, Bedroom",Accent Walls,Cool,Medium,Interior,Royale,,
SV18,Chikankari,#FFFDD0,Heritage of Indian Whites & Ivories,Shades inspired by Indian heritage,Whites,Bedrooms,Primary Walls,Warm,Light,Interior,Royale,,
SV19,Muga Silk,#FAEBD7,Heritage of Indian Whites & Ivories,Shades inspired by Indian heritage,Neutrals,Living Room,Primary Walls,Warm,Light,Interior,Royale,,
SV24,Kapas,#FFFAF0,Heritage of Indian Whites & Ivories,Shades inspired by Indian heritage,Whites,All Rooms,Primary Walls,Warm,Light,Interior,Royale,,
SV31,Jarokha,#F8F8FF,Heritage of Indian Whites & Ivories,Shades inspired by Indian heritage,Whites,Bedrooms,Accent Walls,Cool,Light,Interior,Royale,,
X195,Jodhpur Walls-I,#6495ED,Blues,,Blues,,,,,,AP Exterior,,
X196,Gerua-I,#CD853F,Jewel,,Oranges,,,,,,AP Exterior,,
